sweep,case,seed,method_id,method,layer,rule,snapshot,alignment,norm_ratio,alpha_star,scale_matched_bias,update_snr_linear,update_snr_db,matched_bp_snr_linear,mean_update_norm
architecture,early_heavy,0,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.19145154830388963,233.26743096157034,0.0008207384441151966,0.9815020651376555,449.44426871751654,26.526758467054435,0.4545338886064853,
architecture,early_heavy,0,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.19152356291350361,0.11663436271726471,1.6420696308443699,0.9814879684307101,447.1726104100697,26.504751948961367,0.4545338886064853,
architecture,early_heavy,0,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.03693121032428871,12.066581024150919,0.003060619265719523,0.9993178100497553,0.032238462879107456,-14.91625673412729,0.8463408878390329,
architecture,early_heavy,0,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.036982043753651016,0.0060333689719752085,6.1275793467259785,0.9993159274906814,0.03223898364144293,-14.916186581160355,0.8463408878390329,
architecture,early_heavy,0,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.03693121032428871,12.066581024150919,0.003060619265719523,0.9993178100497553,0.032238462879107456,-14.91625673412729,0.8463408878390329,
architecture,early_heavy,0,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.036982043753651016,0.0060333689719752085,6.1275793467259785,0.9993159274906814,0.03223898364144293,-14.916186581160355,0.8463408878390329,
architecture,early_heavy,0,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,-0.0008340061251812614,11302.629302660313,-7.378868251288358e-08,0.9999996522090975,9.9020675174365,9.95725883250781,2.6017965290813407,
architecture,early_heavy,0,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,-0.0002770446935904469,5.484257316261631,-5.051635574598143e-05,0.9999999616153853,10.190214853140924,10.081833408807967,2.6017965290813407,
architecture,early_heavy,0,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,14.982110629427536,11.755729996214237,14.982110629427536,0.0012816533667501062
architecture,early_heavy,0,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,8.332227174614546,9.207611022906558,8.332227174614546,0.002491851672530174
architecture,early_heavy,0,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,4.336928029435534,6.3718221516735705,4.336928029435534,0.0038703815964981915
architecture,early_heavy,0,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,9.75136401158401,9.890653686494383,9.75136401158401,0.024292716421186925
architecture,early_heavy,0,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,3.324570140107585,5.217354999104661,3.324570140107585,0.002406802042387426
architecture,early_heavy,0,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,3.2549669503983667,5.125465832782547,3.2549669503983667,0.0032955341134220362
architecture,early_heavy,1,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.28729391951380606,120.96452398968601,0.002375026247952988,0.9578424731673486,469.6469049682443,26.717714646271542,2.336967313290846,
architecture,early_heavy,1,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.28721761741162055,0.060482686879105435,4.748711728984548,0.9578653023066479,467.2837483744958,26.69580676992617,2.336967313290846,
architecture,early_heavy,1,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.28729391951380606,120.96452398968601,0.002375026247952988,0.9578424731673486,469.6469049682443,26.717714646271542,2.336967313290846,
architecture,early_heavy,1,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.28721761741162055,0.060482686879105435,4.748711728984548,0.9578653023066479,467.2837483744958,26.69580676992617,2.336967313290846,
architecture,early_heavy,1,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.28729391951380606,120.96452398968601,0.002375026247952988,0.9578424731673486,469.6469049682443,26.717714646271542,2.336967313290846,
architecture,early_heavy,1,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.28721761741162055,0.060482686879105435,4.748711728984548,0.9578653023066479,467.2837483744958,26.69580676992617,2.336967313290846,
architecture,early_heavy,1,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.03203322538885703,10.715059881265251,0.0029895516940828563,0.9994868044359636,0.026244734238799167,-15.80957820655696,1.5906521978838797,
architecture,early_heavy,1,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.03202100814894706,0.005357624300701589,5.974043203999011,0.9994871935509496,0.026245374265017867,-15.809472297134025,1.5906521978838797,
architecture,early_heavy,1,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.03203322538885703,10.715059881265251,0.0029895516940828563,0.9994868044359636,0.026244734238799167,-15.80957820655696,1.5906521978838797,
architecture,early_heavy,1,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.03202100814894706,0.005357624300701589,5.974043203999011,0.9994871935509496,0.026245374265017867,-15.809472297134025,1.5906521978838797,
architecture,early_heavy,1,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,0.0035400047289277526,9966.27284182646,3.551984563426045e-07,0.9999937341574731,13.393928442589754,11.269079743768202,5.127047991320933,
architecture,early_heavy,1,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,0.000772017806836863,4.806856790732066,0.00016060761542250056,0.9999997019880525,13.884816633230198,11.425401487098178,5.127047991320933,
architecture,early_heavy,1,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,4.391288105867893,6.425919314528233,4.391288105867893,0.0007289623864926397
architecture,early_heavy,1,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,4.262954185035082,6.297106652079175,4.262954185035082,0.0016877167369239033
architecture,early_heavy,1,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,5.6248532682689545,7.501111977856617,5.6248532682689545,0.003783928588964045
architecture,early_heavy,1,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,11.71454140420119,10.6872529169327,11.71454140420119,0.025770881585776804
architecture,early_heavy,1,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,18.663247849747453,12.709872235736071,18.663247849747453,0.004717435846105218
architecture,early_heavy,1,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,5.940597946407913,7.738301607649985,5.940597946407913,0.003993451641872525
architecture,early_heavy,2,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.34839769094954876,161.2856519135068,0.0021601282373708936,0.9373468133323686,479.72249313522514,26.809900820587472,1.632421297969531,
architecture,early_heavy,2,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.34843892383686803,0.08064261544867236,4.3207475544518275,0.9373314038706209,477.7767576287499,26.792250188355876,1.632421297969531,
architecture,early_heavy,2,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.34839769094954876,161.2856519135068,0.0021601282373708936,0.9373468133323686,479.72249313522514,26.809900820587472,1.632421297969531,
architecture,early_heavy,2,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.34843892383686803,0.08064261544867236,4.3207475544518275,0.9373314038706209,477.7767576287499,26.792250188355876,1.632421297969531,
architecture,early_heavy,2,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.34839769094954876,161.2856519135068,0.0021601282373708936,0.9373468133323686,479.72249313522514,26.809900820587472,1.632421297969531,
architecture,early_heavy,2,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.34843892383686803,0.08064261544867236,4.3207475544518275,0.9373314038706209,477.7767576287499,26.792250188355876,1.632421297969531,
architecture,early_heavy,2,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,-0.010444950080817828,5.736148445813878,-0.0018208995447947021,0.9999454499242147,0.012745458541113653,-18.9464453537768,1.8005793501291343,
architecture,early_heavy,2,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,-0.009617939748695285,0.0028684190693789636,-3.3492526105647045,0.9999537462092974,0.012748297656351408,-18.94547804862428,1.8005793501291343,
architecture,early_heavy,2,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,-0.010444950080817828,5.736148445813878,-0.0018208995447947021,0.9999454499242147,0.012745458541113653,-18.9464453537768,1.8005793501291343,
architecture,early_heavy,2,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,-0.009617939748695285,0.0028684190693789636,-3.3492526105647045,0.9999537462092974,0.012748297656351408,-18.94547804862428,1.8005793501291343,
architecture,early_heavy,2,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,0.0009784965862046897,5523.492228312237,1.7715179921560576e-07,0.9999995212662062,6.617658216347497,8.207043333002105,4.2237314863337225,
architecture,early_heavy,2,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,0.0005724526900778418,2.7259541138380006,0.0002100008533427233,0.9999998361430511,6.7061095691800805,8.264706449624034,4.2237314863337225,
architecture,early_heavy,2,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,61.60392423900976,17.896083780907944,61.60392423900976,0.002568605728447437
architecture,early_heavy,2,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,29.28676018359472,14.666713309779402,29.28676018359472,0.0041902920976281165
architecture,early_heavy,2,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,9.509100817699716,9.781394519138598,9.509100817699716,0.004608671432361006
architecture,early_heavy,2,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,11.315919640241322,10.536898546630303,11.315919640241322,0.024529381953179837
architecture,early_heavy,2,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,6.652771316654181,8.23002595199826,6.652771316654181,0.002835144093260169
