seed,method_id,method,noise_type,severity,accuracy,macro_f1,classification_ce,system_reconstruction_mse,standardized_reconstruction_mse,representation_cosine,prediction_js_divergence,num_samples,num_pixels,sample_ids_sha256,accuracy_absolute_degradation,accuracy_relative_degradation,macro_f1_absolute_degradation,system_reconstruction_mse_increase,standardized_reconstruction_mse_increase,source_condition
0,full_hebbian,HHH,pixel_masking,0.1,0.8871,0.8856038464744505,0.3830346167087555,0.020515769220858203,0.02084022979736328,0.9999896287918091,0.010958991944789886,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.010700000000000043,0.011918021831142841,0.010739842181939685,0.0019284298682699375,0.002056541948902365,pixel_masking
0,full_hebbian,HHH,pixel_masking,0.2,0.8684,0.8661475169132086,0.44095322489738464,0.02435206697035809,0.02482393550094293,0.9999770522117615,0.025427311658859253,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.029400000000000093,0.032746714190242915,0.030196171743181566,0.005764727617769826,0.006040247652482015,pixel_masking
0,full_hebbian,HHH,pixel_masking,0.3,0.8504,0.8478135801177595,0.4968574643135071,0.030527606061040137,0.031145910080111756,0.9999610185623169,0.044457320123910904,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0474,0.05279572287814657,0.0485301085386306,0.011940266708451872,0.01236222223165084,pixel_masking
0,full_hebbian,HHH,pixel_masking,0.4,0.8135,0.8103858900364751,0.6058929562568665,0.039398519103381095,0.04006456114710594,0.999940812587738,0.07060135900974274,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.08430000000000004,0.09389619068834934,0.08595779861991504,0.02081117975079283,0.02128087329864502,pixel_masking
0,hybrid_hhb,HHB,pixel_masking,0.1,0.9089,0.9074531742069001,0.3017192780971527,0.007974211932201774,0.00758303045058737,0.9960293173789978,0.007092156447470188,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.00979999999999992,0.010667247197126287,0.009889436741934876,0.00336567628189009,0.00310943787049274,pixel_masking
0,hybrid_hhb,HHB,pixel_masking,0.2,0.8925,0.8912575612075996,0.3478441536426544,0.013720186848543129,0.013055083574567522,0.9907941222190857,0.01906058005988598,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0262,0.028518558833133777,0.026085049741235378,0.009111651198231444,0.008581490994472894,pixel_masking
0,hybrid_hhb,HHB,pixel_masking,0.3,0.8715,0.870385172618094,0.40748944878578186,0.022238295667998644,0.02126329035077776,0.9839324355125427,0.03565733879804611,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.04719999999999991,0.05137694568411877,0.04695743833074095,0.01762976001768696,0.01678969777068313,pixel_masking
0,hybrid_hhb,HHB,pixel_masking,0.4,0.8243,0.8235669548634604,0.5183769464492798,0.033294939562739156,0.03206472829312694,0.9751230478286743,0.06255770474672318,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09439999999999993,0.10275389136823765,0.09377565608537453,0.028686403912427473,0.02759113571303231,pixel_masking
0,hybrid_hbb,HBB,pixel_masking,0.1,0.9055,0.9042092701547721,0.3084239959716797,0.006468920668777155,0.0068696881041234855,0.9957334995269775,0.006303911097347736,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.00880000000000003,0.00962484961172485,0.008787154949398412,0.003128276200197181,0.0034877002686870343,pixel_masking
0,hybrid_hbb,HBB,pixel_masking,0.2,0.8964,0.8947740745558248,0.34601685404777527,0.012021045677029357,0.01283570643639078,0.98996901512146,0.0159385334700346,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.017900000000000027,0.019577819096576646,0.018222350548345756,0.008680401208449384,0.009453718600954328,pixel_masking
0,hybrid_hbb,HBB,pixel_masking,0.3,0.8803,0.878609483602404,0.39465251564979553,0.02004506446293422,0.021348960681837434,0.9825502038002014,0.02884073741734028,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.03400000000000003,0.03718691895439137,0.03438694150176658,0.016704419994354246,0.017966972846400982,pixel_masking
0,hybrid_hbb,HBB,pixel_masking,0.4,0.8478,0.8453574710798624,0.479493111371994,0.030112345722743444,0.031823765828658125,0.9734832048416138,0.04949585348367691,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0665,0.07273323854314777,0.0676389540243082,0.02677170125416347,0.028441777993221673,pixel_masking
1,full_bp,BBB,pixel_masking,0.1,0.908,0.9066392569453591,0.3084403872489929,0.006078081302253568,0.005999442645481655,0.995783805847168,0.005462108179926872,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.007900000000000018,0.008625395785566129,0.008128637054252708,0.002956401094125242,0.0027778797349151305,pixel_masking
1,full_bp,BBB,pixel_masking,0.2,0.8976,0.8959655529101637,0.3416471779346466,0.011258603742171308,0.011113633988828074,0.9901300072669983,0.013851971365511417,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.018300000000000094,0.01998034719947603,0.018802341089448116,0.008136923534042982,0.00789207107826155,pixel_masking
1,full_bp,BBB,pixel_masking,0.3,0.8808,0.8790344039828677,0.3812881410121918,0.018768988438041843,0.018755637511428523,0.9829621315002441,0.026033148169517517,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.03510000000000002,0.03832296102194565,0.035733490016744085,0.015647308229913517,0.015534074600862,pixel_masking
1,full_bp,BBB,pixel_masking,0.4,0.8512,0.8491239563588368,0.46714264154434204,0.028219545843163316,0.028462052633324447,0.9742698073387146,0.046280547976493835,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.06470000000000009,0.0706408996615352,0.06564393764077503,0.02509786563503499,0.02524048972275792,pixel_masking
1,full_hebbian,HHH,pixel_masking,0.1,0.895,0.8936046016146755,0.3431554138660431,0.018971767106348153,0.018604086245322712,0.9999892711639404,0.009274476207792759,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.011599999999999944,0.012795058460180834,0.011812190824869617,0.002363190417387046,0.002008394887496011,pixel_masking
1,full_hebbian,HHH,pixel_masking,0.2,0.8777,0.8758505783761971,0.3931456208229065,0.023302695052477777,0.022646588115302884,0.9999761581420898,0.02261691726744175,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.028899999999999926,0.03187734392234715,0.02956621406334803,0.0066941183635166705,0.0060508967574761825,pixel_masking
1,full_hebbian,HHH,pixel_masking,0.3,0.8529,0.8514870138362696,0.47131386399269104,0.030076398686000278,0.02921149838116704,0.9999593496322632,0.04278898611664772,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.05369999999999997,0.05923229649238911,0.053929778603275524,0.013467821997039171,0.01261580702334034,pixel_masking
1,full_hebbian,HHH,pixel_masking,0.4,0.8069,0.80556362082867,0.5892175436019897,0.03944500795481156,0.03850544336669299,0.9999375939369202,0.07178482413291931,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09970000000000001,0.10997132142069271,0.09985317161087515,0.022836431265850454,0.021909752008866287,pixel_masking
1,hybrid_hhb,HHB,pixel_masking,0.1,0.9055,0.9041578506440475,0.31022030115127563,0.00838179192834971,0.007859234031365842,0.9961866140365601,0.007351245731115341,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.010800000000000032,0.01178653279493619,0.010905380698170042,0.003477648939405169,0.003072042856411058,pixel_masking
1,hybrid_hhb,HHB,pixel_masking,0.2,0.8912,0.8895468320848516,0.3575360178947449,0.014485038140355325,0.013532926744344283,0.9908710718154907,0.01970168948173523,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.02510000000000001,0.027392775291934967,0.02551639925736593,0.009580895151410786,0.008745735569389498,pixel_masking
1,hybrid_hhb,HHB,pixel_masking,0.3,0.8614,0.860105096088881,0.4306170344352722,0.02370943410055978,0.022398116613894094,0.983352541923523,0.039253849536180496,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.05489999999999995,0.05991487504092541,0.05495813525333659,0.01880529111161524,0.01761092543893931,pixel_masking
1,hybrid_hhb,HHB,pixel_masking,0.4,0.8167,0.8161773050480386,0.5540758967399597,0.03559675661982322,0.034147807031748245,0.9731719493865967,0.0698615163564682,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09960000000000002,0.10869802466441124,0.09888592629417892,0.03069261363087868,0.029360615856793462,pixel_masking
1,hybrid_hbb,HBB,pixel_masking,0.1,0.9102,0.9092056456106583,0.3077646493911743,0.006358694675017376,0.006809508249711017,0.9956966638565063,0.006199999712407589,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.007299999999999973,0.00795640326975474,0.007269654446108276,0.0032411253408509855,0.003619972428497003,pixel_masking
1,hybrid_hbb,HBB,pixel_masking,0.2,0.8978,0.8969114247226223,0.34782513976097107,0.01232370299514459,0.013320141685252286,0.9895723462104797,0.016226574778556824,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.01969999999999994,0.021471389645776502,0.019563875334144276,0.009206133660978201,0.010130605864038272,pixel_masking
1,hybrid_hbb,HBB,pixel_masking,0.3,0.882,0.8817789838622703,0.3928118050098419,0.02102885436622464,0.022719581405483948,0.9817922115325928,0.02993103861808777,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.035499999999999976,0.038692098092643026,0.03469631619449631,0.01791128503205825,0.019530045584269934,pixel_masking
1,hybrid_hbb,HBB,pixel_masking,0.4,0.8479,0.8481846582526099,0.4782562553882599,0.03195172896093252,0.03438887706678741,0.9723455905914307,0.04989513382315636,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0696,0.075858310626703,0.06829064180415667,0.02883415962676613,0.031199341245573393,pixel_masking
2,full_bp,BBB,pixel_masking,0.1,0.9085,0.9071374689750966,0.3004862070083618,0.005588482742893452,0.0057334796827666614,0.9949689507484436,0.006279147230088711,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.010199999999999987,0.01110264504190703,0.010208324820559334,0.002752041386341562,0.0029886695859383566,pixel_masking
2,full_bp,BBB,pixel_masking,0.2,0.8968,0.8950908057368212,0.3396419286727905,0.010388813221211336,0.011021365405102165,0.988503098487854,0.0157623328268528,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.02189999999999992,0.023838032001741505,0.022254988058834746,0.007552371864659445,0.008276555308273861,pixel_masking
2,full_bp,BBB,pixel_masking,0.3,0.8836,0.8817887653293102,0.3804115653038025,0.01720310346642319,0.018553918340254803,0.9806867241859436,0.02834050916135311,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.03509999999999991,0.03820616087950355,0.035557028466345786,0.014366662109871298,0.015809108243426497,pixel_masking
2,full_bp,BBB,pixel_masking,0.4,0.8466,0.8432297390601026,0.47430258989334106,0.02575222242705676,0.027981052149558552,0.971393346786499,0.050053343176841736,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.07209999999999994,0.07848046152171541,0.07411605473555338,0.02291578107050487,0.025236242052730246,pixel_masking
2,full_hebbian,HHH,pixel_masking,0.1,0.8745,0.8727339243319919,0.4039749503135681,0.022315334135172317,0.022456253695974544,0.999989926815033,0.011626388877630234,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.01189999999999991,0.01342509025270748,0.012215763535086355,0.0020651176043919132,0.0020694838134609934,pixel_masking
2,full_hebbian,HHH,pixel_masking,0.2,0.8549,0.8525157198742008,0.45546045899391174,0.02611995000644606,0.026212387096638583,0.9999780058860779,0.02613701857626438,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.03149999999999997,0.035537003610108274,0.032433967992877455,0.005869733475665655,0.005825617214125032,pixel_masking
2,full_hebbian,HHH,pixel_masking,0.3,0.8313,0.8284743184716321,0.5292288661003113,0.03214608368387028,0.032153275991945854,0.999963104724884,0.04539491608738899,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.05509999999999993,0.062161552346570316,0.05647536939544617,0.011895867153089875,0.011766506109432303,pixel_masking
2,full_hebbian,HHH,pixel_masking,0.4,0.795,0.7906997673078863,0.6271711587905884,0.04063589799452801,0.04063527179640167,0.9999436736106873,0.070426344871521,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09139999999999993,0.10311371841155227,0.09424992055919201,0.02038568146374761,0.020248501913888117,pixel_masking
2,hybrid_hhb,HHB,pixel_masking,0.1,0.9118,0.9105388065435903,0.2931849956512451,0.007545938659200863,0.007915474827435551,0.9956892728805542,0.006851318292319775,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.007799999999999918,0.008481948673336145,0.007814021771865742,0.0032018047055419607,0.0036664984683601213,pixel_masking
2,hybrid_hhb,HHB,pixel_masking,0.2,0.8993,0.898007502522779,0.3328966498374939,0.01291620902236627,0.013860276323435257,0.990151584148407,0.017692027613520622,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.020299999999999985,0.022074815137016077,0.020345325792677005,0.008572075068707368,0.009611299964359828,pixel_masking
2,hybrid_hhb,HHB,pixel_masking,0.3,0.8787,0.8776576904584857,0.3890157639980316,0.020955842714893574,0.02249665529679279,0.9827839732170105,0.03364849090576172,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.040899999999999936,0.044475859069160434,0.04069513785697032,0.016611708761234672,0.01824767893771736,pixel_masking
2,hybrid_hhb,HHB,pixel_masking,0.4,0.8409,0.8409047828094893,0.495284765958786,0.031442039618200184,0.03358762244399713,0.9734082221984863,0.05966649949550629,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.07869999999999999,0.0855806872553284,0.07744804550596673,0.02709790566454128,0.029338646084921698,pixel_masking
2,hybrid_hbb,HBB,pixel_masking,0.1,0.9083,0.9070224301773813,0.3109545409679413,0.005683659756913477,0.006372418340371579,0.9952086210250854,0.006140604615211487,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.006099999999999994,0.006671041119860012,0.006278693821729298,0.0028788647092118556,0.0036320567967940347,pixel_masking
2,hybrid_hbb,HBB,pixel_masking,0.2,0.8942,0.892620527093723,0.35022857785224915,0.011106606008568588,0.012815260050248127,0.9886121153831482,0.015459048561751842,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.020199999999999996,0.02209098862642169,0.020680596905387594,0.008301810960866967,0.010074898506670583,pixel_masking
2,hybrid_hbb,HBB,pixel_masking,0.3,0.883,0.8816378318159002,0.38720574975013733,0.019326222824563786,0.02217391321999686,0.9800981283187866,0.028223859146237373,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.031399999999999983,0.03433945756780401,0.0316632921832104,0.016521427776862163,0.019433551676419317,pixel_masking
2,hybrid_hbb,HBB,pixel_masking,0.4,0.8485,0.8473602076297801,0.4748764634132385,0.02996307997800866,0.03392464652548031,0.9695066213607788,0.04934009537100792,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.06589999999999996,0.0720691163604549,0.06594091636933042,0.027158284930307038,0.031184284981902764,pixel_masking
3,full_bp,BBB,pixel_masking,0.1,0.9048,0.9034086914738225,0.3098805546760559,0.0062441808282112585,0.007061363762252185,0.9951252937316895,0.006901079788804054,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.007299999999999973,0.008003508387238211,0.007394026891831329,0.003371588906463311,0.004117327299653268,pixel_masking
3,full_bp,BBB,pixel_masking,0.2,0.8938,0.8922963610641478,0.3498707413673401,0.011996791960268604,0.013875312295251963,0.9886050820350647,0.017437221482396126,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.018299999999999983,0.020063589518693106,0.01850635730150607,0.009124200038520656,0.010931275832653044,pixel_masking
3,full_bp,BBB,pixel_masking,0.3,0.8753,0.8739567539225357,0.39890167117118835,0.02005198448726109,0.023152639077634228,0.9805541038513184,0.031555015593767166,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.036800000000000055,0.0403464532397764,0.03684596444311816,0.017179392565513145,0.02020860261503531,pixel_masking
3,full_bp,BBB,pixel_masking,0.4,0.837,0.8356187078651042,0.5011119246482849,0.029549468332407427,0.03384697670450016,0.9712891578674316,0.055009692907333374,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.07510000000000006,0.0823374629974784,0.07518401050054968,0.02667687641065948,0.030902940241901242,pixel_masking
3,full_hebbian,HHH,pixel_masking,0.1,0.8765,0.8749474234016906,0.4015350639820099,0.021336303385909722,0.022006157764123412,0.9999901652336121,0.011035317555069923,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.012500000000000067,0.014060742407199175,0.012620773443273059,0.0016940133094787597,0.002382164700177252,pixel_masking
3,full_hebbian,HHH,pixel_masking,0.2,0.8584,0.8569428492320965,0.4536496102809906,0.024801324198197347,0.026177939146392198,0.9999783039093018,0.02585684135556221,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.03059999999999996,0.03442069741282335,0.03062534761286717,0.005159034121766385,0.006553946082446038,pixel_masking
3,full_hebbian,HHH,pixel_masking,0.3,0.8255,0.824323149952219,0.5331881642341614,0.030712998242280923,0.03263730489380506,0.9999637007713318,0.047498296946287155,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0635,0.07142857142857142,0.06324504689274468,0.01107070816584996,0.013013311829858897,pixel_masking
3,full_hebbian,HHH,pixel_masking,0.4,0.7919,0.7906045847534606,0.6345892548561096,0.0390243542496039,0.04139650567502392,0.9999455809593201,0.07356034964323044,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09709999999999996,0.10922384701912256,0.09696361209150306,0.019382064173172935,0.02177251261107776,pixel_masking
3,hybrid_hhb,HHB,pixel_masking,0.1,0.9146,0.9133463877961325,0.2956653833389282,0.007634878799866657,0.007414175014106595,0.9957847595214844,0.0072282166220247746,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.009400000000000075,0.010173160173160254,0.009602860878977326,0.0032176462587045164,0.003135022718079236,pixel_masking
3,hybrid_hhb,HHB,pixel_masking,0.2,0.8944,0.8928476619680256,0.35002607107162476,0.013166628323769082,0.012940281587717484,0.9902767539024353,0.020179545506834984,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.02960000000000007,0.03203463203463211,0.030101586707084294,0.008749395782606941,0.008661129291690125,pixel_masking
3,hybrid_hhb,HHB,pixel_masking,0.3,0.8636,0.8617509566223642,0.41526341438293457,0.02141638357201401,0.021229032668288874,0.9830477833747864,0.03911057859659195,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.06040000000000001,0.06536796536796538,0.06119829205274563,0.01699915103085187,0.016949880372261514,pixel_masking
3,hybrid_hhb,HHB,pixel_masking,0.4,0.8183,0.8150974228339025,0.5363538861274719,0.03215681293643251,0.032101175771440775,0.9736371040344238,0.06870102882385254,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.10570000000000002,0.11439393939393941,0.10785182584120734,0.02773958039527037,0.027822023475413418,pixel_masking
3,hybrid_hbb,HBB,pixel_masking,0.1,0.9122,0.9107842307414777,0.2932587265968323,0.006145724030903407,0.006263595224886525,0.9955102801322937,0.005845383275300264,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.005700000000000038,0.00620982677851622,0.005714853529926622,0.00318330614396504,0.0033199560350301318,pixel_masking
3,hybrid_hbb,HBB,pixel_masking,0.2,0.9005,0.89897690087552,0.3297785520553589,0.011682974110817423,0.012106413965809103,0.9895593523979187,0.014634175226092339,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.017400000000000082,0.01895631332389158,0.017522183395884405,0.008720556223879055,0.00916277477595271,pixel_masking
3,hybrid_hbb,HBB,pixel_masking,0.3,0.8896,0.8880823910816027,0.3673820197582245,0.01988460402975277,0.02070004141282062,0.9818251729011536,0.02633272483944893,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.028300000000000103,0.030831245233685696,0.028416693189801667,0.0169221861428144,0.017756402222964228,pixel_masking
3,hybrid_hbb,HBB,pixel_masking,0.4,0.8604,0.8583162789862122,0.44696035981178284,0.030356448909214566,0.03161397558718312,0.972266435623169,0.045580748468637466,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.057499999999999996,0.06264298943240003,0.05818280528519215,0.027394031022276197,0.028670336397326725,pixel_masking
4,full_bp,BBB,pixel_masking,0.1,0.907,0.9054428623117102,0.30176201462745667,0.006512492776403622,0.007021381998062134,0.9966464638710022,0.006124366540461779,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.009499999999999953,0.010365521003818825,0.009502731310655599,0.0024808735073829184,0.002912535046557991,pixel_masking
4,full_bp,BBB,pixel_masking,0.2,0.8964,0.8949385786324155,0.34265294671058655,0.011121925019244758,0.012083280765767,0.9919496774673462,0.016438623890280724,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.020100000000000007,0.02193126022913258,0.020007014989950278,0.007090305750224055,0.007974433814262858,pixel_masking
4,full_bp,BBB,pixel_masking,0.3,0.8727,0.8715361579131002,0.39702722430229187,0.017910130461867974,0.019288958094071367,0.9858972430229187,0.03188792243599892,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.04379999999999995,0.0477905073649754,0.04340943570926559,0.01387851119284727,0.015180111142567225,pixel_masking
4,full_bp,BBB,pixel_masking,0.4,0.828,0.8280063192054328,0.5070063471794128,0.02659838884703967,0.028365372062216,0.9782586097717285,0.05785230174660683,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.08850000000000002,0.0965630114566285,0.08693927441693305,0.022566769578018966,0.024256525110711857,pixel_masking
4,full_hebbian,HHH,pixel_masking,0.1,0.8776,0.8761346713849107,0.41027528047561646,0.01982909977971291,0.020267530807183715,0.9999874234199524,0.01036048773676157,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0131,0.014707533400696082,0.01323492417062,0.0024174076722592724,0.0022134974343436115,pixel_masking
4,full_hebbian,HHH,pixel_masking,0.2,0.8605,0.858369181876753,0.4571481943130493,0.024174420601981026,0.024441781869226572,0.9999720454216003,0.02414793148636818,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.030200000000000005,0.03390591669473448,0.031000413678777705,0.006762728494527387,0.006387748496386469,pixel_masking
4,full_hebbian,HHH,pixel_masking,0.3,0.8397,0.8371011651199384,0.5231373310089111,0.030827508034998057,0.030912746877086405,0.9999529123306274,0.04333331808447838,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.051000000000000045,0.057258336140114566,0.05226843043559237,0.013415815927544417,0.012858713504246302,pixel_masking
4,full_hebbian,HHH,pixel_masking,0.4,0.8042,0.8005665866842305,0.6241458058357239,0.040100401146557864,0.04007347766720519,0.9999297857284546,0.06953583657741547,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.08650000000000002,0.09711462894352758,0.08880300887130022,0.022688709039104225,0.022019444294365087,pixel_masking
4,hybrid_hhb,HHB,pixel_masking,0.1,0.9097,0.9082581329383718,0.3047519028186798,0.007988806925987711,0.007845419423434198,0.996013879776001,0.006839475128799677,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.01100000000000001,0.011947431302270023,0.011123667950465044,0.003027611917378952,0.002791596156723645,pixel_masking
4,hybrid_hhb,HHB,pixel_masking,0.2,0.8943,0.892569393040613,0.35056546330451965,0.013674633929194236,0.013211831528799874,0.990515947341919,0.017692359164357185,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.02639999999999998,0.028673835125448008,0.026812407848223807,0.008713438920585476,0.00815800826208932,pixel_masking
4,hybrid_hhb,HHB,pixel_masking,0.3,0.8754,0.8735803644079272,0.4025087058544159,0.022357944815499443,0.021539229447501047,0.982999324798584,0.03337027505040169,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.04530000000000001,0.049201694362984695,0.04580143648090962,0.017396749806890682,0.016485406180790495,pixel_masking
4,hybrid_hhb,HHB,pixel_masking,0.4,0.8352,0.8335330412536257,0.504310131072998,0.03372957987493398,0.03252559534189652,0.9732075333595276,0.05821160972118378,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.08549999999999991,0.09286412512218954,0.0858487596352111,0.02876838486632522,0.027471772075185967,pixel_masking
4,hybrid_hbb,HBB,pixel_masking,0.1,0.9099,0.9085694942018565,0.3008229434490204,0.007125190634630164,0.007273919344921501,0.9966294765472412,0.006202850490808487,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.007899999999999907,0.008607539769012755,0.007911152547340095,0.0030006206186450257,0.0029687804932496988,pixel_masking
