seed,method,epoch,global_epoch,samples_seen,wall_time_sec,validation_reconstruction_mse
3,HHH,2,32,1600000,291.85648129999936,0.025715738299489022
3,HHH,3,33,1650000,313.3585677000001,0.023788272535800934
3,HHH,4,34,1700000,330.8140429999994,0.02218764053285122
3,HHH,5,35,1750000,345.82739929999934,0.02155047535896301
3,HHH,6,36,1800000,363.9688441999997,0.02103922810256481
3,HHH,7,37,1850000,382.6256678,0.020590502244234084
3,HHH,8,38,1900000,398.35877230000006,0.020127984124422075
3,HHH,9,39,1950000,413.77675050000016,0.019969639125466346
3,HHH,10,40,2000000,432.4901485999999,0.020026569733023643
4,HHH,1,31,1550000,375.6042949999992,0.028872908326983453
4,HHH,2,32,1600000,394.7429854999991,0.023800611475110055
4,HHH,3,33,1650000,417.4258695000008,0.02205114405453205
4,HHH,4,34,1700000,440.8664167000006,0.021006302261352538
4,HHH,5,35,1750000,461.0676514000006,0.020309673601388932
4,HHH,6,36,1800000,483.96818619999976,0.01989198047220707
4,HHH,7,37,1850000,506.2390770000002,0.019163793396949767
4,HHH,8,38,1900000,530.1264773999992,0.01863559168279171
4,HHH,9,39,1950000,557.2814056999996,0.01819391522407532
4,HHH,10,40,2000000,576.1385577000001,0.01783959699869156
0,HHB,1,21,1050000,390.0155313999858,0.012301263378560544
0,HHB,2,22,1100000,417.30838689999655,0.00803917347639799
0,HHB,3,23,1150000,448.0874109000433,0.0066797373093664646
0,HHB,4,24,1200000,475.8044693999691,0.006105913111567498
0,HHB,5,25,1250000,508.13113999995403,0.005652637755125761
0,HHB,6,26,1300000,534.6080791000277,0.005333356016129255
0,HHB,7,27,1350000,566.6708344999934,0.005060141205787658
0,HHB,8,28,1400000,593.6767205999931,0.004844516521692276
0,HHB,9,29,1450000,625.6617859000107,0.004760104448348284
0,HHB,10,30,1500000,652.8529571000254,0.004839954989403486
1,HHB,1,21,1050000,408.4366723001003,0.012908195082843304
1,HHB,2,22,1100000,439.4642643000698,0.009057060135900975
1,HHB,3,23,1150000,469.73087250010576,0.007056365620344877
1,HHB,4,24,1200000,501.87713410006836,0.006527751240134239
1,HHB,5,25,1250000,532.3576923001092,0.00598491465523839
1,HHB,6,26,1300000,563.5792451000307,0.0056937724232673645
1,HHB,7,27,1350000,602.9599582001101,0.005342273893952369
1,HHB,8,28,1400000,634.0534628001042,0.005159528728574514
1,HHB,9,29,1450000,666.0465281000361,0.005070827326923609
1,HHB,10,30,1500000,694.5070460001007,0.005152658250927925
2,HHB,1,21,1050000,378.3528754999861,0.010997390842437744
2,HHB,2,22,1100000,406.7357785999775,0.007733306930959224
2,HHB,3,23,1150000,436.4043267000234,0.0064247981943190095
2,HHB,4,24,1200000,464.8528734999709,0.005788838233053684
2,HHB,5,25,1250000,492.57391689997166,0.005549250447005033
2,HHB,6,26,1300000,520.4959044000134,0.0050481350727379325
2,HHB,7,27,1350000,551.4603047999553,0.004856515645235777
2,HHB,8,28,1400000,580.3806052999571,0.004644262953102589
2,HHB,9,29,1450000,609.1780735000502,0.004616315211355687
2,HHB,10,30,1500000,637.3715765000088,0.0044795592457056044
3,HHB,1,21,1050000,199.38200679999954,0.011982913082838059
3,HHB,2,22,1100000,216.7153000999997,0.00793823557049036
3,HHB,3,23,1150000,233.40535649999947,0.006847906825691461
3,HHB,4,24,1200000,252.27025929999945,0.005861924612522125
3,HHB,5,25,1250000,272.3453636999993,0.005388669890165329
3,HHB,6,26,1300000,288.28067699999974,0.005094703613966704
3,HHB,7,27,1350000,306.4138094,0.004996501054614783
3,HHB,8,28,1400000,325.3973255000001,0.004870626922696829
3,HHB,9,29,1450000,342.7284495999993,0.004634741400182247
3,HHB,10,30,1500000,358.6988916999999,0.0045715510860085485
4,HHB,1,21,1050000,329.68504120000034,0.011836827370524406
4,HHB,2,22,1100000,355.2852911000009,0.008129868419468403
4,HHB,3,23,1150000,378.7538215000004,0.006918737606704235
4,HHB,4,24,1200000,403.90434950000054,0.006420036966353655
4,HHB,5,25,1250000,429.2734883000012,0.005877575337141752
4,HHB,6,26,1300000,453.75947910000104,0.005593167912214994
4,HHB,7,27,1350000,477.30977300000086,0.00536046839132905
4,HHB,8,28,1400000,502.82492470000034,0.005310729523003101
4,HHB,9,29,1450000,527.0194396999996,0.005161790997534991
4,HHB,10,30,1500000,552.8449380000002,0.005131442015618086
0,HBB,1,11,550000,205.97746480000205,0.0094127773553133
0,HBB,2,12,600000,240.50242819997948,0.006182449945062399
0,HBB,3,13,650000,269.6060373999644,0.005092423788458109
0,HBB,4,14,700000,303.68541869998444,0.004471599159389735
0,HBB,5,15,750000,332.14142020000145,0.004095928243547678
0,HBB,6,16,800000,365.38390809996054,0.003997970928251744
0,HBB,7,17,850000,394.37308170006145,0.0037984109058976172
0,HBB,8,18,900000,427.4481898000231,0.0036443292684853077
0,HBB,9,19,950000,457.3519249999663,0.0034731644950807094
0,HBB,10,20,1000000,499.52275410003494,0.0035170723855495454
1,HBB,1,11,550000,209.68835500010755,0.00905634124726057
1,HBB,2,12,600000,242.0856004001107,0.005860412564128638
1,HBB,3,13,650000,269.6594569000881,0.004779822682589293
1,HBB,4,14,700000,302.60822560009547,0.004327630320191384
1,HBB,5,15,750000,337.6366360000102,0.00395830989703536
1,HBB,6,16,800000,373.4170943000354,0.003750298446416855
1,HBB,7,17,850000,404.4064997000387,0.003531895078346133
1,HBB,8,18,900000,439.90353070001584,0.0035499351423233746
1,HBB,9,19,950000,471.3174922000617,0.0033934353340417146
1,HBB,10,20,1000000,506.99570060009137,0.003229859375208616
2,HBB,1,11,550000,199.16484300000593,0.008352318398654461
2,HBB,2,12,600000,230.18892540002707,0.005521802874654531
2,HBB,3,13,650000,262.21098960004747,0.004453681317716837
2,HBB,4,14,700000,293.18490230001044,0.003981431339681148
2,HBB,5,15,750000,323.3383357001003,0.0035727513652294876
2,HBB,6,16,800000,351.98868420009967,0.003456320312991738
2,HBB,7,17,850000,380.4820028000977,0.0033440620597451924
2,HBB,8,18,900000,408.69248760002665,0.003126192882284522
2,HBB,9,19,950000,436.77222959999926,0.0030359037756919863
2,HBB,10,20,1000000,464.4755745000439,0.0029109411485493185
3,HBB,1,11,550000,104.19988199999989,0.008948460778594017
3,HBB,2,12,600000,121.77625029999945,0.005697665707021952
3,HBB,3,13,650000,139.34524019999935,0.004643875448405743
3,HBB,4,14,700000,159.72090929999922,0.004105389284342527
3,HBB,5,15,750000,178.67583259999992,0.0038610754199326037
3,HBB,6,16,800000,195.1392323,0.0035882412504404785
3,HBB,7,17,850000,215.1799521999992,0.0033754049699753525
3,HBB,8,18,900000,235.32689439999922,0.003272354545071721
3,HBB,9,19,950000,251.27793609999935,0.003204858588054776
3,HBB,10,20,1000000,270.4096316999994,0.003078862576559186
4,HBB,1,11,550000,197.51437140000053,0.009416912159323693
4,HBB,2,12,600000,224.65936069999952,0.006454887846857309
4,HBB,3,13,650000,252.29850389999956,0.005563361308723688
4,HBB,4,14,700000,278.83878390000064,0.005181147231161595
4,HBB,5,15,750000,305.9564609000008,0.0049197360388934614
4,HBB,6,16,800000,330.8008246999998,0.004905555114895105
4,HBB,7,17,850000,360.63089460000083,0.004571815174818039
4,HBB,8,18,900000,385.0348604999999,0.004460919657349587
4,HBB,9,19,950000,412.63457729999936,0.00440488209798932
4,HBB,10,20,1000000,437.9455216999995,0.00427039902061224
